Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
Ai No Corrida (Single),nan,,,,,0
The Man With The Horn (Album),Miles Davis,,,,,0
Night Passage (Album),Weather Report,,,,,0
"As Falls Wichita, So Falls Wichita Falls (Album)",Pat Metheny,,,,,0
Apple Juice (Album),Tom Scott,,,,,0
Somebody's Knockin' (Album),Terri Gibbs,,,,,0
Seven Year Ache (Album),Rosanne Cash,,,,,0
Queen Of Hearts (Single),Juice Newton,,,,,0
I Was Country When Country Wasn't Cool (Single),Barbara Mandrell,,,,,0
Still Doin' Time (Single),George Jones,,,,,0
Step By Step (Single),Eddie Rabbitt,,,,,0
Somewhere Over The Rainbow (Album),Willie Nelson,,,,,0
I'm Just An Old Chunk Of Coal (But I'm Gonna Be A Diamond Someday) (Single),John Anderson,,,,,0
You're The Reason God Made Oklahoma (Single),David Frizzell,,,,,0
What Are We Doin' In Love (Single),Dottie West,,,,,0
If I Needed You (Single),Emmylou Harris,,,,,0
Feels So Right (Album),Alabama,,,,,0
Travis Pickin' (Album),Merle Travis,,,,,0
The Texas Fiddle Collection (Album),Johnny Gimble,,,,,0
Reflections (Album),Chet Atkins,,,,,0
"Instrumental Medley: Mountain Dew, Fireball Mail, Old Joe Clark, Night Train, Uncle Joe's Boogie (Track)",Barbara Mandrell,,,,,0
You're The Reason God Made Oklahoma,nan,,,,,0
Somebody's Knockin' (Single),nan,,,,,0
I Was Country When Country Wasn't Cool,nan,,,,,0
Elvira (Single),nan,,,,,0
This Ain't Hollywood (Album),nan,,,,,0
Spreadin' Like Wildfire (Album),nan,,,,,0
In Concert,Amy Grant,,,,,0
Finest Hour,Cynthia Clawson,,,,,0
Rambo Reunion (Album),nan,,,,,0
Goin' Higher (Album),nan,,,,,0
Escape To The Light (Album),Rusty Goodman,,,,,0
Can't Stop The Music (Album),Lanny Wolfe Trio,,,,,0
Walter Hawkins: The Hawkins Family (Album),Walter Hawkins,,,,,0
The Lord Will Make A Way (Track),Al Green,,,,,0
Introducing The Winans (Album),nan,,,,,0
Edwin Hawkins Live (Album),Edwin Hawkins,,,,,0
Where Is Your Faith (Album),James Cleveland,,,,,0
Go (Album),Shirley Caesar,,,,,0
Cloudburst (Album),Mighty Clouds Of Joy,,,,,0
Daniel Hawkins (Album),Daniel Hawkins,,,,,0
Shot Of Love (Album),Bob Dylan,,,,,0
Miracles (Single),Don Williams,,,,,0
In My Heart (Track),Barbara Mandrell,,,,,0
I'm So Glad I'm Standing Here Today,Crusaders,,,,,0
I Believe In Jesus (Track),Donna Summer,,,,,0
Living Chicago Blues Vol. IV,Lovie Lee,,,,,0
Frozen Alive (Album),Albert Collins,,,,,0
From The Heart Of A Woman (Album),Koko Taylor,,,,,0
Blues Deluxe (Album),nan,,,,,0
"Summertime - Digital At Montreaux, 1980 (Album)",Dizzy Gillespie,,,,,0
Gozame! Pero Ya... (Album),Cal Tjader,,,,,0
Eddie Palmieri (Album),Eddie Palmieri,,,,,0
Brazilian Soul (Album),Laurindo Almeida,,,,,0
The Fox And The Hound (Songs And Dialog From The Original Motion Picture Soundtrack) (Album),nan,,,,,0
Big Bird Discovers The Orchestra (Album),nan,,,,,0
Ants'hillvania (Album),nan,,,,,0
A Chipmunk Christmas (Album),nan,,,,,0
Urban Chipmunk (Album),nan,,,,,0
The Inquisition (Track),Mel Brooks,,,,,0
Mel Brooks' History Of The World Part I (Album),Mel Brooks,,,,,0
Airplane! (Comedy Dialog From The Original Soundtrack) (Album),nan,,,,,0
Vladimir Nabokov: Lolita (Album),James Mason,,,,,0
The McCartney Interview (Album),Paul McCartney,,,,,0
Justice Holmes' Decisions (Album),Louis Nizer,,,,,0
'Twas The Night Before Christmas (Track),Ed McMahon,,,,,0
I Missed the Boat - Glenn Underground a Slave's Disco Dance Remix,Emilie Nana,Compost House Selection Vol. 2 - Get Slapped Up - House Moods,2011-02-11,0.0,469266.0,0
For An Unfinished Woman,nan,,,,,0
"As Falls Wichita, So Falls Wichita Falls (Album)",nan,,,,,0
Altered States,nan,,,,,0
The Jazz Singer (Album),nan,,,,,0
The Elephant Man,nan,,,,,0
Endless Love,Nancy Enslin,Jewish Wedding Album,1994-02-15,0.0,118573.0,0
9 To 5 (Album),nan,,,,,0
Woman Of The Year (Album),nan,,,,,0
The Pirates Of Penzance (Album),nan,,,,,0
Duke Ellington's Sophisticated Ladies (Album),nan,,,,,0
42nd Street (Album),nan,,,,,0
The First National Kidisc (Video),nan,,,,,0
Paul Simon (Video),Paul Simon,,,,,0
One-Night Stand: A Keyboard Event (Video),nan,,,,,0
Eat To The Beat (Video),Blondie,,,,,0
The Janet Lawson Quintet (Album),Janet Lawson,,,,,0
Save Your Love For Me,Nancy Wilson,Nancy Wilson/Cannonball Adderley,1962,47.0,164866.0,0
Never Make Your Move Too Soon (Album),Ernestine Anderson,,,,,0
Helen's Advice,Helen Humes,Savoy Blues 'N' Boogie,2010-01-27,0.0,164600.0,0
Music's The Only Thing That's On My Mind (Track),Jimmy Rowles,,,,,0
Mel Tormé & Friends Recorded Live At Marty's New York City,Mel Tormé,,,,,0
Johnny Hartman Once In Every Life (Album),Johnny Hartman,,,,,0
"Have No Fear, Joe Turner Is Here (Album)",Joe Turner,,,,,0
Clare Fischer And Salsa Picante Present 2 + 2 (Album),nan,,,,,0
Silly Habits,Mel Tormé,Mel Torme' And Friends,1988-01-01,1.0,265760.0,0
Too Late Now,Nancy LaMott,"Jazz Collection: The Singles, Vol. 19",2014-10-05,0.0,301720.0,0
East Of Suez (Album),nan,,,,,0
The Master...Pepper Adams (Album),nan,,,,,0
The Incredible Ira Sullivan (Album),nan,,,,,0
Self Portrait,nan,,,,,0
Music's The Only Thing That's On My Mind,nan,,,,,0
Vic Dickenson Quintet (Album),Vic Dickenson Quintet,,,,,0
The Swinger (Album),Zoot Sims,,,,,0
Nonpareil (Album),Al Cohn,,,,,0
Live At The Village Vanguard (Album),Red Rodney,,,,,0
Tribute (Single),Rob McConnell,,,,,0
Tanuki's Night Out (Album),Toshiko Akiyoshi,,,,,0
Panama Francis And The Savoy Sultans - Vol. II (Album),Panama Francis,,,,,0
Burnin' (Blues For Bird) (Track),Don Menza,,,,,0
I Missed the Boat - Glenn Underground a Slave's Disco Dance Remix,Emilie Nana,Compost House Selection Vol. 2 - Get Slapped Up - House Moods,2011-02-11,0.0,469266.0,0
South Rampart Street Parade (Track),nan,,,,,0
Mountain Dance (Track),nan,,,,,0
A Bit Byas'd (Track),nan,,,,,0
What Is Hip (Track),nan,,,,,0
Living Inside Myself (Track),nan,,,,,0
Because The Night - Dub Kontor Remix Edit,Nanou,Just Dance 2009 - Top 40 Club House & Electro Tracks,2009-03-23,0.0,213936.0,0
And The Melody Still Lingers On (Night In Tunisia) (Track),nan,,,,,0
The Night We Called It A Day,nan,,,,,0
Kafka (Track),nan,,,,,0
Because The Night - Dub Kontor Remix Edit,Nanou,Just Dance 2009 - Top 40 Club House & Electro Tracks,2009-03-23,0.0,213936.0,0
(The Word Of) Confirmation (Track),nan,,,,,0
Working Class Dog (Album),nan,,,,,0
Social Studies (Album),nan,,,,,0
Positive Touch (Album),nan,,,,,0
Eagles Live (Album),nan,,,,,0
The Mario Lanza Collection (Album),nan,,,,,0
Pee Wee Russell (Giants Of Jazz) (Album),nan,,,,,0
James P. Johnson (Giants Of Jazz) (Album),nan,,,,,0
Fats Waller (Giants Of Jazz) (Album),nan,,,,,0
The Smithsonian Collection Of Classic Country Music (Album),nan,,,,,0
The Quintet Of The Hot Club Of France (1936-1937) (Album),nan,,,,,0
Miles Davis: Chronicle - The Complete Prestige Recordings (Album),nan,,,,,0
Birmingham Quartet Anthology (Album),nan,,,,,0
Zenyatta Mondatta (Album),nan,,,,,0
Turn Of A Friendly Card (Album),nan,,,,,0
The Dude (Album),nan,,,,,0
Sleep Escape,Nano Nii,Sleep Escape,2022-03-20,34.0,149846.0,0
"Robert John \""Mutt\"" Lange and Mick Jones",nan,,,,,0
Mick Jones (producer),nan,,,,,0
Val Garay (producer),nan,,,,,0
Lionel Richie (producer),nan,,,,,0
Arif Mardin (producer),nan,,,,,0
The Unknown Kurt Weill (Album),nan,,,,,0
The Horowitz Concerts 1979/80 (Album),nan,,,,,0
Live From Lincoln Center-Sutherland-Horne- Pavarotti (Album),nan,,,,,0
Isaac Stern 60th Anniversary Celebration (Album),nan,,,,,0
Mahler: Symphony No. 10 (Deryck Cooke Final Version) (Album),nan,,,,,0
Holst: The Planets (Album),nan,,,,,0
Gershwin: Porgy And Bess (Symphonic Picture) Cuban Overture And Second Rhapsody (Album),nan,,,,,0
"(Mozart:) The Symphonies: Salzburg 1775-1783, Vol. 5 (Album)",nan,,,,,0
Wagner: Parsifal (Album),nan,,,,,0
Rossini: L'italiana In Algeri (Album),nan,,,,,0
Puccini: Le Villi (Album),nan,,,,,0
Monteverdi: Il Ritorno D'ulisse In Patria (Album),nan,,,,,0
Korngold: Violanta (Album),nan,,,,,0
Berg: Wozzeck (Album),nan,,,,,0
Orff: Carmina Burana,nan,,,,,0
Verdi: Requiem (Album),nan,,,,,0
Prokofiev: Ivan The Terrible From Music From The Films (Album),nan,,,,,0
Orff: Carmina Burana,nan,,,,,0
The Complete String Quartets Of Brahms And Schumann (Album),nan,,,,,0
"Oboe Quartets (Mozart, J.C. Bach, Karl Stamitz, Wanhal) (Album)",nan,,,,,0
Bartók: Quartets For Strings (6),nan,,,,,0
Bartók: Duos For Two Violins,nan,,,,,0
Sibelius: Concerto For Violin In D Minor/ Saint Saens: Introduction And Rondo Capriccioso (Album),nan,,,,,0
French Flute Concertos (Album),nan,,,,,0
Corigliano: Concerto For Clarinet And Orchestra (Album),nan,,,,,0
Chopin: Piano Concerto No. 1 In E Minor (Album),nan,,,,,0
Viruoso Violin (Album),nan,,,,,0
"Itzhak Perlman Plays Fritz Kreisler, Album 3 (Album)",nan,,,,,0
"Bartók: Piano Sonata For Piano (1926)/Improvisations On Hungarian Peasant Songs/Suite, Op. 14",nan,,,,,0
Artur Rubinstein - Schumann - Ravel - Debussy - Albeniz (Album),nan,,,,,0
Think On Me (Album),nan,,,,,0
The Unknown Kurt Weill (Album),nan,,,,,0
Ravel: Sheherazade/From Cinq Melodies Populaires Grecques/Deux Melodies Hebraiques/Chansons Madecasses (Album),nan,,,,,0
Del Tredici: Final Alice (Album),nan,,,,,0
Orff: Carmina Burana/Hindemith: Symphonic Metamorphosis Of Themes By Weber (Album),nan,,,,,0
Orff: Carmina Burana (Album),nan,,,,,0
Mahler: Symphony No. 10 (Deryck Cook Final Version) (Album),nan,,,,,0
Holst: The Planets (Album),nan,,,,,0
Andrew Kazdin,nan,,,,,0
Steven Epstein,nan,,,,,0
Jay David Saks,nan,,,,,0
Sailing,Christopher Cross,Sailing / Poor Shirley (Digital 45),1979,58.0,255453.0,1
Near the Cross (Arr. by R. Christopher Teichler) [Live],R. Christopher Teichler,Communion Meditations,2016-12-01,0.0,275227.0,1
Sailing,Nando Ciancio,Sax My Love,2010,0.0,242266.0,1
Christopher Cross,nan,,,,,1
The Rose,Bette Midler,The Rose,1979,64.0,221373.0,1
This Is It,Kenny Loggins,Keep The Fire,1979,51.0,236733.0,1
Guilty (feat. Barry Gibb),Barbra Streisand,Guilty,1980-09-23,62.0,264333.0,1
Just One Thing,Bob James,"Morning, Noon And Night",2002,18.0,303320.0,1
Crimes Of Passion,Pat Benatar,,,,,1
Glass Houses,Billy Joel,,,,,1
Against The Wind,Bob Seger,Against The Wind,1980-02-25,62.0,333720.0,1
Reggatta De Blanc,nan,,,,,1
Never Knew Love Like This Before (Extended Mix),Stephanie Mills,"Groove On, Vol. 1",2021-01-12,48.0,328266.0,1
Give Me the Night,George Benson,The George Benson Collection,1981,61.0,222626.0,1
Shining Star,The Manhattans,After Midnight (Expanded Version),1980,51.0,281853.0,1
Off Broadway,George Benson,Give Me the Night,1980-07-16,27.0,326306.0,1
Never Knew Love Like This Before,nan,,,,,1
Birdland,nan,,,,,1
Could I Have This Dance - Remastered 1994,Anne Murray,Anne Murray Love Songs,2006-01-01,50.0,195093.0,1
He Stopped Loving Her Today,George Jones,I Am What I Am (Expanded Edition),1980,55.0,195760.0,1
That Lovin' You Feelin' Again (with Roy Orbison) - 2008 Remaster,Emmylou Harris,Duets,1990,41.0,239440.0,1
Orange Blossom Special/Hoedown,Gilley's Urban Cowboy Band,,,,,1
Back On The Road,Nancy Sinatra,Nancy & Lee Again (2009 Remaster),1972-01-01,24.0,203386.0,1
The Lord's Prayer,Reba Rambo,The Lord's Prayer,2010-11-23,1.0,208040.0,1
We've Come To Worship,Blackwood Brothers,"Gospel Soundtracks For Living Vol, 11",2019-02-05,1.0,125653.0,1
Rejoice,Shirley Caesar,You Can Make It,2000,8.0,287226.0,1
Lord Let Me Be An Instrument,James Cleveland,Sings With The World's Greatest Choirs,1985-06-20,4.0,307800.0,1
With My Song I Will Praise Him,Debby Boone,,,,,1
Rare Blues,nan,,,,,1
La Onda Va Bien,Cal Tjader,,,,,1
In Harmony/A Sesame Street Record,nan,,,,,1
No Respect,Rodney Dangerfield,,,,,1
"Gertrude Stein, Gertrude Stein, Gertrude Stein",Pat Carroll,,,,,1
The Empire Strikes Back,nan,,,,,1
The Empire Strikes Back,nan,,,,,1
Evita - Premier American Recording,nan,,,,,1
After You've Gone - Live,Ella Fitzgerald,A Perfect Match,1979,2.0,229200.0,1
Moody's Mood,George Benson,Give Me the Night,1980-07-16,36.0,204760.0,1
I Will Say Goodbye,nan,,,,,1
We Will Meet Again - Remastered,Bill Evans,You Must Believe In Spring (Remastered Version),1981-02-02,39.0,244786.0,1
On The Road To Mandalay,Count Basie,Frankly Basie / Count Basie Plays The Hits Of Frank Sinatra,1963-01-01,3.0,176333.0,1
"Dinorah, Dinorah",nan,,,,,1
Sailing,Nando Ciancio,Sax My Love,2010,0.0,242266.0,1
Birdland,nan,,,,,1
Against The Wind,nan,,,,,1
"Trilogy: Past, Present And Future",nan,,,,,1
Segovia - The EMI Recordings 1927-39,nan,,,,,1
Flowers on the Wall,Nancy Sinatra,Boots,2021-09-17,27.0,161306.0,1
Phil Ramone,nan,,,,,1
Berg: Lulu (Complete Version),nan,,,,,1
Bruckner: Symphony No. 6 In A,nan,,,,,1
Berg: Lulu (Complete Version),nan,,,,,1
Mozart: Requiem,nan,,,,,1
Play Music For Two Violins (Moszkowski: Suite For Two Violins/Shostakovich: Duets/Prokofiev: Sonata For Two Violins),nan,,,,,1
Brahms: Violin And Cello Concerto In A Minor (Double Concerto),nan,,,,,1
Berg: Violin Concerto/Stravinsky: Violin Concerto In D,nan,,,,,1
The Spanish Album,nan,,,,,1
"Prima Donna, Vol. 5 - Great Soprano Arias From Handel To Britten",nan,,,,,1
Berg: Lulu (Complete Version),nan,,,,,1
Robert Woods,nan,,,,,1
Woman In Love (Single),Barbra Streisand,,,,,0
"Theme From New York, New York",Frank Sinatra,"Trilogy: Past, Present & Future",1980-03-26,59.0,206066.0,0
The Rose,Bette Midler,70's Pop - Classic Singles,2019-01-04,0.0,215026.0,0
Lady (Single),Kenny Rogers,,,,,0
"Trilogy: Past, Present And Future (Album)",Frank Sinatra,,,,,0
Another Brick in the Wall,Pink Floyd Tribute Band,World's Greatest Rock Anthems - the Only Rock Tributes Album You'll Ever Need! (Deluxe Version),2010-03-29,10.0,188013.0,0
Guilty (Album),Barbra Streisand,,,,,0
Glass Houses (Album),Billy Joel,,,,,0
Woman In Love (Single),nan,,,,,0
"Theme From New York, New York (Single)",nan,,,,,0
The Rose (Single),nan,,,,,0
Southern Lady,Nancy Sinatra,Cherry Smiles - The Rare Singles,2009-09-22,4.0,166240.0,0
Fame (Single),nan,,,,,0
How Do I Survive,nan,,,,,0
Robbie Dupree,nan,,,,,0
Irene Cara,nan,,,,,0
The Pretenders,nan,,,,,0
Woman In Love (Single),Barbra Streisand,,,,,0
On The Radio (Single),Donna Summer,,,,,0
Magic (Single),Olivia Newton-John,,,,,0
Fame (Single),Irene Cara,,,,,0
"Theme From New York, New York (Single)",Frank Sinatra,,,,,0
Late In The Evening (Single),Paul Simon,,,,,0
Lady (Single),Kenny Rogers,,,,,0
Christopher Cross (Album),Christopher Cross,,,,,0
He's So Shy (Single),nan,,,,,0
Don't Fall In Love With A Dreamer (Single),Kenny Rogers,,,,,0
Biggest Part Of Me (Single),Ambrosia,,,,,0
Against The Wind,Bob Seger,Against The Wind,1980-02-25,62.0,333720.0,0
Yoda's Theme,John Williams,Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1980-01-01,40.0,207666.0,0
South Bay Strut (Track),nan,,,,,0
Ravel's Bolero (Single),Henry Mancini,,,,,0
Beyond (Single),Herb Alpert,,,,,0
How Do I Make You (Single),Linda Ronstadt,,,,,0
How Cruel,Joan Armatrading,How Cruel,1979,3.0,184280.0,0
Dreams,Grace Slick,Dreams,1980-03-18,24.0,308360.0,0
Broken English (Album),Marianne Faithful,,,,,0
Medley: Devil With The Blue Dress/Good Golly Miss Molly/Jenny Take A Ride (Track),Bruce Springsteen,,,,,0
I'm Alright (Theme From Caddyshack) (Single),Kenny Loggins,,,,,0
Coming Up (Live At Glasgow) (Single),Paul McCartney,,,,,0
Boulevard (Single),Jackson Browne,,,,,0
Another Brick in the Wall,Pink Floyd Tribute Band,World's Greatest Rock Anthems - the Only Rock Tributes Album You'll Ever Need! (Deluxe Version),2010-03-29,10.0,188013.0,0
"Call Me - Single Version / Theme From ""American Gigolo""",Blondie,Gay Anthems 2021,2021-05-14,6.0,212706.0,0
Brass In Pocket (I'm Special) (Single),nan,,,,,0
Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),1980-06-27,69.0,214653.0,0
Space Invader (Track),nan,,,,,0
Peter Gunn (Single),nan,,,,,0
Dregs Of The Earth (Album),Dixie Dregs,,,,,0
Beach Girl,Jean-Luc Ponty,A Taste For Passion,1979,18.0,296666.0,0
Upside Down - Single Version,Diana Ross,Diamond Diana: The Legacy Collection,2017-11-17,34.0,217426.0,0
Roberta Flack Featuring Donny Hathaway (Album),Roberta Flack,,,,,0
I'm In Love Again,Minnie Riperton,Love Lives Forever,1980-10-18,31.0,261666.0,0
Can't Turn You Loose (Track),Aretha Franklin,,,,,0
One In A Million You (Album),Larry Graham,,,,,0
Never Givin' Up (Single),Al Jarreau,,,,,0
Master Blaster (Jammin') - Single Version,Stevie Wonder,The Definitive Collection,2002-10-29,41.0,291693.0,0
Let's Get Serious - Single Version,Jermaine Jackson,"Hitsville USA, The Motown Collection 1972-1992",1993-01-15,26.0,214466.0,0
Triumph (Album),nan,,,,,0
Heroes (Album),Commodores,,,,,0
Cupid/I've Loved You For A Long Time (Single),nan,,,,,0
Back Together Again (Single),Roberta Flack,,,,,0
About Love (Album),Gladys Knight,,,,,0
When I'm Wrong (Track),B.B. King,,,,,0
Smilin' On Ya (Track),Brothers Johnson,,,,,0
Night Cruiser (Single),Eumir Deodato,,,,,0
Anything You Want (Single),David Sanborn,,,,,0
Upside Down,Nancy,It Must Be Love,2022-01-21,0.0,188682.0,0
Shining Star (Album),nan,,,,,0
Let's Get Serious (Single),nan,,,,,0
Give Me The Night (Single),nan,,,,,0
Fun And Games (Album),Chuck Mangione,,,,,0
Dream Come True (Album),Earl Klugh,,,,,0
Catching The Sun (Album),Spyro Gyra,,,,,0
An American Concerto (Album),Patrick Williams,,,,,0
American Garage (Album),Pat Metheny Group,,,,,0
The Best Of Strangers (Single),Barbara Mandrell,,,,,0
Roses in the Snow,Emmylou Harris,The 80's Studio Album Collection,2014-11-04,3.0,152600.0,0
If You Ever Change Your Mind (Single),Crystal Gayle,,,,,0
Coal Miner's Daughter (Single),Sissy Spacek,,,,,0
On The Road Again (Single),Willie Nelson,,,,,0
Lookin' For Love (Single),Johnny Lee,,,,,0
I Wish I Was Eighteen Again (Single),George Burns,,,,,0
Drivin' My Life Away (Single),Eddie Rabbitt,,,,,0
Take Me To Your Lovin' Place (Single),Larry Gatlin,,,,,0
In America (Single),nan,,,,,0
Heart Of Mine (Single),nan,,,,,0
Dream Lover (Single),Tanya Tucker,,,,,0
The Long Riders (Album),Ry Cooder,,,,,0
Dance With Me (Single),Chet Atkins,,,,,0
Dallas (Album),Floyd Cramer,,,,,0
Cotton Eyed Joe (Single),Danny Davis,,,,,0
Looking for Love,Jimmy NaNa,A New Leaf,2012-02-07,0.0,251600.0,0
I Believe In You (Single),nan,,,,,0
He Stopped Loving Her Today,Nancy And Beth,Nancy And Beth,2017-04-07,5.0,245186.0,0
Drivin' My Life Away,nan,,,,,0
The Builder (Album),Stormie Omartian,,,,,0
One More Song For You (Album),nan,,,,,0
Never Alone (Album),Amy Grant,,,,,0
It's Gonna Rain (Single),Andrae Crouch,,,,,0
Worship (Album),Jimmy Swaggart,,,,,0
Make A Joyful Noise... (Album),nan,,,,,0
Interceding (Album),nan,,,,,0
In His Presence (Album),Kenneth Copeland,,,,,0
Crossin' Over (Album),nan,,,,,0
You Don't Know What God Has Done For Me (Single),nan,,,,,0
Changed - Tramaine Treasury Album,Tramaine Hawkins,All My Best To You,1994-01-01,36.0,451133.0,0
I Feel Like Going On (Album),nan,,,,,0
I Can't Let Go (Album),Kristle Murden,,,,,0
Please Be Patient With Me (Album),Albertina Walker,,,,,0
He Chose Me (Album),O'Neal Twins,,,,,0
God Can (Album),Dorothy Norwood,,,,,0
Ain't No Stopping Us Now (Album),Gospel Keynotes,,,,,0
A Praying Spirit,James Cleveland,A Praying Spirit,1980-03-11,2.0,455973.0,0
Saved (Album),Bob Dylan,,,,,0
Jesus Is Love (Track),Commodores,,,,,0
Family Bible (Album),Willie Nelson,,,,,0
Everything Always Works Out For The Best (Single),B.J. Thomas,,,,,0
Queen Ida And The Bon Temps Zydeco Band In New Orleans (Album),Queen Ida,,,,,0
Kidney Stew Is Fine (Album),"Eddie ""Cleanhead"" Vinson",,,,,0
Boil The Breakfast Early (Album),nan,,,,,0
Atlanta Blues: 1933 (Album),Buddy Moss,,,,,0
Rican/Struction (Album),Ray Barretto,,,,,0
Irakere 2 (Album),Irakere,,,,,0
Hey (Album),Julio Iglesias,,,,,0
Dancemania '80 (Album),Tito Puente,,,,,0
The People In Your Neighborhood (Album),nan,,,,,0
Yuruyuri I Love U,Nanamori-Chu☆Goraku-Bu,Yuruyuri♪♪ 1st. Series Best Album Yuruyu Rhythm♪,2018-03-16,10.0,202266.0,0
Christmas Eve On Sesame Street (Album),nan,,,,,0
Big Bird's Birdtime Stories (Album),nan,,,,,0
Monty Python's Contractual Obligation Album (Album),Monty Python,,,,,0
Live From New York (Album),Gilda Radner,,,,,0
Live At St. Douglas Convent (Album),nan,,,,,0
Holy Smoke (Album),Richard Pryor,,,,,0
Obediently Yours; Orson Welles (Album),Orson Welles,,,,,0
I Sing Because I'm Happy Volsumes 1 And 2 (Album),Mahalia Jackson,,,,,0
Adventures Of Luke Skywalker (Album),nan,,,,,0
A Curb In The Sky (Album),Peter Ustinov,,,,,0
Yoda's Theme,nan,,,,,0
Imperial March (Darth Vader's Theme),nan,,,,,0
Give It All You Got,nan,,,,,0
An American Concerto,nan,,,,,0
Urban Cowboy (Album),nan,,,,,0
Stevie Wonder's Journey Through The Secret Life Of Of Plants (Album),nan,,,,,0
One Trick Pony (Album),nan,,,,,0
Fame (Album),nan,,,,,0
One Mo' Time (Album),nan,,,,,0
Oklahoma (Album),nan,,,,,0
Barnum (Album),nan,,,,,0
A Day In Hollywood/A Night In The Ukraine (Album),nan,,,,,0
The Audience With Betty Carter (Album),Betty Carter,,,,,0
Sarah Vaughan: Duke Ellington Song Book One (Album),Sarah Vaughan,,,,,0
Helen Humes And The Muse All Stars (Album),Helen Humes,,,,,0
Chasin' The Bird (Album),Helen Merrill,,,,,0
Tormé/A New Album,Mel Tormé,,,,,0
Street Of Dreams (Album),Bill Henderson,,,,,0
Sidewalks Of New York (Track),Slam Stewart,,,,,0
Satisfaction Guaranteed (Album),Mark Murphy,,,,,0
The Phil Woods Quartet - Volume One (Album),nan,,,,,0
I Remember You (Album),nan,,,,,0
Cunningbird (Album),nan,,,,,0
Chasin' The Bird (Album),nan,,,,,0
Phil Woods Quartet - Volume One (Album),Phil Woods,,,,,0
Live At The Public Theatre (Album),nan,,,,,0
L.A. Bound (Album),Nick Brignola,,,,,0
I Remember You (Album),Hank Jones,,,,,0
"Bobby Shew, Outstanding In His Field (Album)",Bobby Shew,,,,,0
Present Perfect (Album),Rob McConnell,,,,,0
Live At Concerts By The Sea (Album),nan,,,,,0
Farewell (Album),Toshiko Akiyoshi,,,,,0
Dynamite (Album),nan,,,,,0
Bob Brookmeyer Composer/Arranger (Album),Mel Lewis,,,,,0
Big Waves Rolling In,Nano Sounds,Nano Wave Sounds,2021-03-18,45.0,168535.0,0
Skylark,Nancy LaMott,Beautiful Baby,2005-01-01,2.0,187426.0,0
Marcosinho,nan,,,,,0
Forget The Woman,nan,,,,,0
"Theme from New York, New York",Nando Ciancio,Sax My Love,2010,0.0,199600.0,0
Tangerine (Single),nan,,,,,0
My Money,Nancy Fletcher,"G Funk Classics, Vols. 1 & 2",1998,25.0,294920.0,0
Biggest Part Of Me,nan,,,,,0
Twilight Zone/Twilight Tone (Single),nan,,,,,0
Sweet Georgia Brown,Nancy Sinatra,Sugar,2006-04-25,12.0,237949.0,0
Give Me The Night,nan,,,,,0
Biggest Part Of Me,nan,,,,,0
Tusk (Album),nan,,,,,0
One On One (Album),nan,,,,,0
Chicago XIV (Album),nan,,,,,0
Cats (Album),nan,,,,,0
Lester Young (Giants Of Jazz) (Album),nan,,,,,0
Elvis Aron Presley (Album),nan,,,,,0
Chicago Concert - 1956 (Album),nan,,,,,0
Atlanta Blues: 1933 (Album),nan,,,,,0
The Guitars (Giants Of Jazz) (Album),nan,,,,,0
Songs Of The Depression: Happy Days Are Here Again (Album),nan,,,,,0
First Edition/The Golden Age Of Broadway,nan,,,,,0
Early History Of The Phonograph Record With Thomas Alva Edison (Album),nan,,,,,0
Bad News,NanaYawEl,Bad News,2020-05-13,0.0,137534.0,0
Growing Up In Hollywood Town (Album),nan,,,,,0
Give Me The Night (Track),nan,,,,,0
Christopher Cross (Album),nan,,,,,0
Quincy Jones (producer),nan,,,,,0
Stevie Wonder (producer),nan,,,,,0
Michael Omartian (producer),nan,,,,,0
"Mack, Queen",nan,,,,,0
Ruggles: Complete Music (Album),nan,,,,,0
Bruckner: Symphony 6 In A Major (Album),nan,,,,,0
Berg: Concerto For Violin And Orchestra/Stravinsky: Concerto In D Major For Violin And Orchestra (Album),nan,,,,,0
Bartók: Concerto For Violin And Orchestra,nan,,,,,0
Shostakovich: Symphony No. 5 (Album),nan,,,,,0
Ruggles: Complete Music (Album),nan,,,,,0
Respighi: Feste Romane/Fountains Of Rome (Album),nan,,,,,0
Beethoven: Symphonies (9) (Album),nan,,,,,0
Weill: Silverlake (Album),nan,,,,,0
Puccini: La Boheme (Album),nan,,,,,0
Debussy: Pelleas Et Melisande,nan,,,,,0
Bartók: Bluebeard's Castle,nan,,,,,0
Schoenberg: Gurrelieder (Album),nan,,,,,0
Prokofiev: Alexander Nevsky (Album),nan,,,,,0
Menotti: The Unicorn/The Gorgon And The Manticore,nan,,,,,0
Boito: Prologue To Mefistofele (Album),nan,,,,,0
"Schubert: Quartet No. 15 In G Major, Op. 161 (Album)",nan,,,,,0
Messiaen: Quartet For The End Of Time (Album),nan,,,,,0
Debussy: Sonata No. 3 In G Minor For Violin And Piano/ Faure Sonata In A Major For Violin And Piano (Album),nan,,,,,0
"Beethoven: Early Quartets, Op. 18 (Album)",nan,,,,,0
The Classic Trumpet Concerti Of Haydn And Hummel (Album),nan,,,,,0
Telemann: Concertos In G And C For Flute And Suite In A Minor (Album),nan,,,,,0
